id,transcript,intent,service_type,urgency_level
1276,i need professional gardening assistance,request_service,gardner,medium
1277,i need a full garden makeover,request_service,gardner,medium
1278,i want my backyard landscaped,request_service,gardner,medium
1279,my front yard needs landscaping,report_issue,gardner,medium
1280,i need help maintaining my backyard,request_service,gardner,low
1281,i need someone to clean my front yard,request_service,gardner,low
1282,my garden needs immediate attention,report_issue,gardner,high
1283,i need emergency lawn care,request_service,gardner,high
1284,my plants have fallen over after heavy rain,report_issue,gardner,high
1285,i need someone to secure my garden plants,request_service,gardner,medium
1286,i need help with garden drainage,request_service,gardner,medium
1287,my garden is flooded,report_issue,gardner,high
1288,water is collecting in my garden,report_issue,gardner,high
1289,i need someone to improve garden drainage,request_service,gardner,medium
1290,i need rock garden maintenance,request_service,gardner,low
1291,i need decorative garden maintenance,request_service,gardner,low
1292,i need balcony garden maintenance,request_service,gardner,low
1293,i need rooftop garden maintenance,request_service,gardner,medium
1294,my rooftop garden needs cleaning,report_issue,gardner,medium
1295,i need someone to maintain my landscape,request_service,gardner,medium
1296,i need gardening service as soon as possible,request_service,gardner,high
1297,my outdoor plants need urgent care,report_issue,gardner,high
1298,please arrange a gardener immediately,request_service,gardner,high
1299,i need immediate gardening assistance,request_service,gardner,high
1300,i need complete yard maintenance,request_service,gardner,medium
1301,my property needs professional gardening service,report_issue,gardner,medium
1302,i need someone to restore my garden,request_service,gardner,medium
1303,i need cctv installation,request_service,cctv_installer,medium
1304,please send a cctv technician,request_service,cctv_installer,medium
1305,i need cctv cameras installed,request_service,cctv_installer,medium
1306,i want to install cctv cameras at my house,request_service,cctv_installer,medium
1307,i need security camera installation,request_service,cctv_installer,medium
1308,i want surveillance cameras installed,request_service,cctv_installer,medium
1309,i need cctv installation for my office,request_service,cctv_installer,medium
1310,i need cctv installation for my shop,request_service,cctv_installer,medium
1311,i need cctv installation for my warehouse,request_service,cctv_installer,medium
1312,i need cctv installation for my apartment,request_service,cctv_installer,medium
1313,i need outdoor security cameras,request_service,cctv_installer,medium
1314,i need indoor security cameras,request_service,cctv_installer,medium
1315,i need home security camera installation,request_service,cctv_installer,medium
1316,i need business security camera installation,request_service,cctv_installer,medium
1317,i want cameras installed around my property,request_service,cctv_installer,medium
1318,i need cameras installed at my entrance,request_service,cctv_installer,medium
1319,i need cameras installed at my gate,request_service,cctv_installer,medium
1320,i need cameras installed in my garage,request_service,cctv_installer,medium
1321,i need cameras installed in my backyard,request_service,cctv_installer,medium
1322,i need cameras installed in my parking area,request_service,cctv_installer,medium
1323,i need a complete cctv system,request_service,cctv_installer,medium
1324,i need multiple security cameras installed,request_service,cctv_installer,medium
1325,i want wireless cctv installation,request_service,cctv_installer,medium
1326,i want wired cctv installation,request_service,cctv_installer,medium
1327,i need a new cctv setup,request_service,cctv_installer,medium
1328,i need professional cctv installation,request_service,cctv_installer,medium
1329,i want to improve my home security,request_service,cctv_installer,medium
1330,i need surveillance for my property,request_service,cctv_installer,medium
1331,i need security cameras for my business,request_service,cctv_installer,medium
1332,i need cctv cameras before moving in,request_service,cctv_installer,medium
1333,i need cctv installation today,request_service,cctv_installer,medium
1334,i need urgent cctv installation,request_service,cctv_installer,high
1335,please install cctv cameras immediately,report_issue,cctv_installer,high
1336,i need security cameras as soon as possible,request_service,cctv_installer,high
1337,i need emergency cctv installation,request_service,cctv_installer,high
1338,my property needs security cameras today,report_issue,cctv_installer,high
1339,i need cameras installed before tonight,request_service,cctv_installer,high
1340,i need cctv installation before opening my shop,request_service,cctv_installer,high
1341,i need security cameras for my office immediately,request_service,cctv_installer,high
1342,i need someone to install a dvr system,request_service,cctv_installer,medium
1343,i need someone to install an nvr system,request_service,cctv_installer,medium
1344,i need cctv cameras connected to my phone,request_service,cctv_installer,medium
1345,i need remote viewing for my cctv system,request_service,cctv_installer,medium
1346,i need motion detection cameras installed,request_service,cctv_installer,medium
1347,i need night vision security cameras,request_service,cctv_installer,medium
1348,i need high resolution security cameras,request_service,cctv_installer,low
1349,i need cameras with audio recording,request_service,cctv_installer,low
1350,i need smart security cameras installed,request_service,cctv_installer,medium
1351,i need ai security cameras installed,request_service,cctv_installer,medium
1352,i need camera installation for my apartment building,request_service,cctv_installer,medium
1353,i need cctv installation for my hotel,request_service,cctv_installer,medium
1354,i need security cameras for my restaurant,request_service,cctv_installer,medium
1355,i need surveillance cameras for my factory,request_service,cctv_installer,medium
1356,i need cctv installation for my school,request_service,cctv_installer,medium
1357,i need cameras installed in my office building,request_service,cctv_installer,medium
