id,transcript,intent,service_type,urgency_level
5784,can i book computer repair for the desktop computer at work,CreateServiceRequest,computer_repair_service,low
5785,i am looking for computer repair for the desktop computer at work,CreateServiceRequest,computer_repair_service,low
5786,i would like someone to check the desktop computer at work,CreateServiceRequest,computer_repair_service,low
5787,i need some help with the desktop computer at work,CreateServiceRequest,computer_repair_service,low
5788,please arrange a service visit for the desktop computer at work,CreateServiceRequest,computer_repair_service,low
5789,i want to book a technician for the desktop computer at work,CreateServiceRequest,computer_repair_service,low
5790,the desktop computer could use some attention at work,CreateServiceRequest,computer_repair_service,low
5791,i would like to schedule computer repair for the desktop computer in my shop,CreateServiceRequest,computer_repair_service,low
5792,please arrange computer repair for the desktop computer in my shop when convenient,CreateServiceRequest,computer_repair_service,low
5793,i need routine computer repair for the desktop computer in my shop,CreateServiceRequest,computer_repair_service,low
5794,can i book computer repair for the desktop computer in my shop,CreateServiceRequest,computer_repair_service,low
5795,i am looking for computer repair for the desktop computer in my shop,CreateServiceRequest,computer_repair_service,low
5796,i would like someone to check the desktop computer in my shop,CreateServiceRequest,computer_repair_service,low
5797,i need some help with the desktop computer in my shop,CreateServiceRequest,computer_repair_service,low
5798,please arrange a service visit for the desktop computer in my shop,CreateServiceRequest,computer_repair_service,low
5799,i want to book a technician for the desktop computer in my shop,CreateServiceRequest,computer_repair_service,low
5800,the desktop computer could use some attention in my shop,CreateServiceRequest,computer_repair_service,low
5801,i would like to schedule computer repair for the desktop computer at my business,CreateServiceRequest,computer_repair_service,low
5802,please arrange computer repair for the desktop computer at my business when convenient,CreateServiceRequest,computer_repair_service,low
5803,i need routine computer repair for the desktop computer at my business,CreateServiceRequest,computer_repair_service,low
5804,can i book computer repair for the desktop computer at my business,CreateServiceRequest,computer_repair_service,low
5805,i am looking for computer repair for the desktop computer at my business,CreateServiceRequest,computer_repair_service,low
5806,i would like someone to check the desktop computer at my business,CreateServiceRequest,computer_repair_service,low
5807,i need some help with the desktop computer at my business,CreateServiceRequest,computer_repair_service,low
5808,please arrange a service visit for the desktop computer at my business,CreateServiceRequest,computer_repair_service,low
5809,i want to book a technician for the desktop computer at my business,CreateServiceRequest,computer_repair_service,low
5810,the desktop computer could use some attention at my business,CreateServiceRequest,computer_repair_service,low
5811,i would like to schedule computer repair for the monitor at home,CreateServiceRequest,computer_repair_service,low
5812,please arrange computer repair for the monitor at home when convenient,CreateServiceRequest,computer_repair_service,low
5813,i need routine computer repair for the monitor at home,CreateServiceRequest,computer_repair_service,low
5814,can i book computer repair for the monitor at home,CreateServiceRequest,computer_repair_service,low
5815,i am looking for computer repair for the monitor at home,CreateServiceRequest,computer_repair_service,low
5816,i would like someone to check the monitor at home,CreateServiceRequest,computer_repair_service,low
5817,i need some help with the monitor at home,CreateServiceRequest,computer_repair_service,low
5818,please arrange a service visit for the monitor at home,CreateServiceRequest,computer_repair_service,low
5819,i want to book a technician for the monitor at home,CreateServiceRequest,computer_repair_service,low
5820,the monitor could use some attention at home,CreateServiceRequest,computer_repair_service,low
5821,i would like to schedule computer repair for the monitor at my office,CreateServiceRequest,computer_repair_service,low
5822,please arrange computer repair for the monitor at my office when convenient,CreateServiceRequest,computer_repair_service,low
5823,i need routine computer repair for the monitor at my office,CreateServiceRequest,computer_repair_service,low
5824,can i book computer repair for the monitor at my office,CreateServiceRequest,computer_repair_service,low
5825,i am looking for computer repair for the monitor at my office,CreateServiceRequest,computer_repair_service,low
5826,i would like someone to check the monitor at my office,CreateServiceRequest,computer_repair_service,low
5827,i need some help with the monitor at my office,CreateServiceRequest,computer_repair_service,low
5828,please arrange a service visit for the monitor at my office,CreateServiceRequest,computer_repair_service,low
5829,i want to book a technician for the monitor at my office,CreateServiceRequest,computer_repair_service,low
5830,the monitor could use some attention at my office,CreateServiceRequest,computer_repair_service,low
5831,i would like to schedule computer repair for the monitor at work,CreateServiceRequest,computer_repair_service,low
5832,please arrange computer repair for the monitor at work when convenient,CreateServiceRequest,computer_repair_service,low
5833,i need routine computer repair for the monitor at work,CreateServiceRequest,computer_repair_service,low
5834,can i book computer repair for the monitor at work,CreateServiceRequest,computer_repair_service,low
5835,i am looking for computer repair for the monitor at work,CreateServiceRequest,computer_repair_service,low
5836,i would like someone to check the monitor at work,CreateServiceRequest,computer_repair_service,low
5837,i need some help with the monitor at work,CreateServiceRequest,computer_repair_service,low
5838,please arrange a service visit for the monitor at work,CreateServiceRequest,computer_repair_service,low
5839,i want to book a technician for the monitor at work,CreateServiceRequest,computer_repair_service,low
5840,the monitor could use some attention at work,CreateServiceRequest,computer_repair_service,low
5841,i would like to schedule computer repair for the monitor in my shop,CreateServiceRequest,computer_repair_service,low
5842,please arrange computer repair for the monitor in my shop when convenient,CreateServiceRequest,computer_repair_service,low
5843,i need routine computer repair for the monitor in my shop,CreateServiceRequest,computer_repair_service,low
5844,can i book computer repair for the monitor in my shop,CreateServiceRequest,computer_repair_service,low
5845,i am looking for computer repair for the monitor in my shop,CreateServiceRequest,computer_repair_service,low
5846,i would like someone to check the monitor in my shop,CreateServiceRequest,computer_repair_service,low
5847,i need some help with the monitor in my shop,CreateServiceRequest,computer_repair_service,low
5848,please arrange a service visit for the monitor in my shop,CreateServiceRequest,computer_repair_service,low
5849,i want to book a technician for the monitor in my shop,CreateServiceRequest,computer_repair_service,low
